wav_file_path,model_no,image_file_path,label,score,start_time_sec,end_time_sec,start_time,end_time,min_frequency,max_frequency,box_x1,box_x2,box_y1,box_y2,sonobuoy_id,category,dB_SPL_calibrated,SPL_calibrated_dB
J:\2018-06\Recordings\Sonobuoys\Difar\SB03\CC1806SR_DF_SB01_180610-000000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB01_180610-000000_second_1260_to_1320.png,D,0.12,1267.92127609253,1270.35159988403,2018-06-10 00:21:07,2018-06-10 00:21:10,32,79,79.212760925293,103.515998840332,70.7194061279297,117.957672119141,SB03,D,NaN,95.6444468940116
J:\2018-06\Recordings\Sonobuoys\Difar\SB03\CC1806SR_DF_SB01_180610-000000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB01_180610-000000_second_1260_to_1320.png,D,0.98,1273.9286529541,1277.30852050781,2018-06-10 00:21:13,2018-06-10 00:21:17,23,67,139.286529541016,173.085205078125,83.3194046020508,126.957229614258,SB03,D,NaN,97.9243064055574
J:\2018-06\Recordings\Sonobuoys\Difar\SB03\CC1806SR_DF_SB01_180610-000000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB01_180610-000000_second_1320_to_1380.png,D,0.91,1332.36673812866,1335.79151611328,2018-06-10 00:22:12,2018-06-10 00:22:15,27,83,123.667381286621,157.915161132813,66.9736099243164,123.012100219727,SB03,D,NaN,96.6929757956387
J:\2018-06\Recordings\Sonobuoys\Difar\SB03\CC1806SR_DF_SB01_180610-000000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB01_180610-000000_second_1380_to_1440.png,D,0.84,1404.9977722168,1407.55594177246,2018-06-10 00:23:24,2018-06-10 00:23:27,31,70,249.977722167969,275.559417724609,80.4695739746094,119.454307556152,SB03,D,NaN,90.7653630519207
J:\2018-06\Recordings\Sonobuoys\Difar\SB03\CC1806SR_DF_SB01_180610-000000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB01_180610-000000_second_1440_to_1500.png,D,0.99,1489.03400268555,1492.09508056641,2018-06-10 00:24:49,2018-06-10 00:24:52,29,69,490.340026855469,520.950805664063,81.4955749511719,121.152976989746,SB03,D,NaN,93.4172982607512
J:\2018-06\Recordings\Sonobuoys\Difar\SB03\CC1806SR_DF_SB01_180610-000000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB01_180610-000000_second_1560_to_1620.png,D,0.8,1567.30339736938,1570.1135307312,2018-06-10 00:26:07,2018-06-10 00:26:10,23,72,73.0339736938477,101.135307312012,78.4025344848633,127.109252929688,SB03,D,NaN,100.482219580447
J:\2018-06\Recordings\Sonobuoys\Difar\SB03\CC1806SR_DF_SB01_180610-000000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB01_180610-000000_second_1560_to_1620.png,D,0.98,1573.00021514893,1575.69988250732,2018-06-10 00:26:13,2018-06-10 00:26:15,28,70,130.002151489258,156.998825073242,80.0574417114258,122.018486022949,SB03,D,NaN,100.924830864364
J:\2018-06\Recordings\Sonobuoys\Difar\SB03\CC1806SR_DF_SB01_180610-000000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB01_180610-000000_second_1740_to_1800.png,D,0.96,1783.0128112793,1786.26977539063,2018-06-10 00:29:43,2018-06-10 00:29:46,26,82,430.128112792969,462.69775390625,67.8552932739258,123.678802490234,SB03,D,NaN,101.916881431204
J:\2018-06\Recordings\Sonobuoys\Difar\SB03\CC1806SR_DF_SB01_180610-000000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB01_180610-000000_second_1920_to_1980.png,D,0.91,1936.58770599365,1939.29900512695,2018-06-10 00:32:16,2018-06-10 00:32:19,29,73,165.877059936523,192.990051269531,77.4131088256836,120.527030944824,SB03,D,NaN,97.5811211790628
J:\2018-06\Recordings\Sonobuoys\Difar\SB03\CC1806SR_DF_SB01_180610-000000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB01_180610-000000_second_2040_to_2100.png,D,0.47,2075.04930725098,2077.28981628418,2018-06-10 00:34:35,2018-06-10 00:34:37,28,66,350.493072509766,372.898162841797,83.9728698730469,121.735511779785,SB03,D,NaN,92.2760646690798
J:\2018-06\Recordings\Sonobuoys\Difar\SB03\CC1806SR_DF_SB01_180610-000000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB01_180610-000000_second_2160_to_2220.png,D,0.99,2164.30288772583,2167.15669555664,2018-06-10 00:36:04,2018-06-10 00:36:07,28,87,43.0288772583008,71.5669555664063,62.5137405395508,122.066200256348,SB03,D,NaN,103.093765897748
J:\2018-06\Recordings\Sonobuoys\Difar\SB03\CC1806SR_DF_SB01_180610-000000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB01_180610-000000_second_2160_to_2220.png,D,0.99,2191.99569702148,2195.75276184082,2018-06-10 00:36:31,2018-06-10 00:36:35,28,71,319.956970214844,357.527618408203,78.6110687255859,121.89282989502,SB03,D,NaN,102.797158326558
J:\2018-06\Recordings\Sonobuoys\Difar\SB03\CC1806SR_DF_SB01_180610-000000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB01_180610-000000_second_3300_to_3360.png,D,0.99,3342.02313537598,3345.61015014649,2018-06-10 00:55:42,2018-06-10 00:55:45,31,70,420.231353759766,456.101501464844,80.1693420410156,118.916770935059,SB03,D,NaN,100.251013258845
J:\2018-06\Recordings\Sonobuoys\Difar\SB03\CC1806SR_DF_SB01_180610-000000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB01_180610-000000_second_3360_to_3420.png,D,0.98,3377.06658477783,3379.99207000732,2018-06-10 00:56:17,2018-06-10 00:56:19,28,84,170.66584777832,199.920700073242,66.4949111938477,122.180015563965,SB03,D,NaN,103.478332882665
J:\2018-06\Recordings\Sonobuoys\Difar\SB03\CC1806SR_DF_SB01_180610-000000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB01_180610-000000_second_3420_to_3480.png,D,0.25,3430.60804901123,3432.60015258789,2018-06-10 00:57:10,2018-06-10 00:57:12,31,67,106.080490112305,126.001525878906,82.5930252075195,118.761199951172,SB03,D,NaN,87.7820592876486
J:\2018-06\Recordings\Sonobuoys\Difar\SB03\CC1806SR_DF_SB01_180610-020000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB01_180610-020000_second_60_to_120.png,20Hz,0.21,89.6737182617187,91.4328308105469,2018-06-10 02:01:29,2018-06-10 02:01:31,10,29,296.737182617188,314.328308105469,121.493690490723,139.771362304688,SB03,20-40Hz,NaN,99.5182327597522
J:\2018-06\Recordings\Sonobuoys\Difar\SB03\CC1806SR_DF_SB01_180610-020000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB01_180610-020000_second_1080_to_1140.png,20Hz,0.1,1133.65523071289,1135.13226318359,2018-06-10 02:18:53,2018-06-10 02:18:55,10,27,536.552307128906,551.322631835938,122.604286193848,140.196624755859,SB03,20-40Hz,NaN,103.798134895353
J:\2018-06\Recordings\Sonobuoys\Difar\SB05\CC1806SR_DF_SB05_180610-180000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB05_180610-180000_second_780_to_840.png,40Hz,0.19,838.287194824219,839.756964111328,2018-06-10 18:13:58,2018-06-10 18:13:59,49,68,582.871948242188,597.569641113281,82.0883712768555,100.505256652832,SB05,20-40Hz,NaN,80.862211300301
J:\2018-06\Recordings\Sonobuoys\Difar\SB05\CC1806SR_DF_SB05_180610-170000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB05_180610-170000_second_1260_to_1320.png,20Hz,0.11,1304.92193908691,1306.86274719238,2018-06-10 17:21:44,2018-06-10 17:21:46,15,24,449.219390869141,468.627471923828,125.580940246582,135.361877441406,SB05,20-40Hz,NaN,93.0849473611501
J:\2018-06\Recordings\Sonobuoys\Difar\SB05\CC1806SR_DF_SB05_180610-180000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB05_180610-180000_second_2340_to_2400.png,20Hz,0.1,2372.98662109375,2375.63615112305,2018-06-10 18:39:32,2018-06-10 18:39:35,11,25,329.8662109375,356.361511230469,125.00316619873,139.450988769531,SB05,20-40Hz,NaN,104.693693855677
J:\2018-06\Recordings\Sonobuoys\Difar\SB09\CC1806SR_DF_SB09_180611-013105.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB09_180611-013105_second_480_to_540.png,D,0.99,488.324414825439,491.450272369385,2018-06-11 01:39:13,2018-06-11 01:39:16,27,75,83.2441482543945,114.502723693848,74.7120971679688,122.737358093262,SB09,D,NaN,105.97914878738
J:\2018-06\Recordings\Sonobuoys\Difar\SB09\CC1806SR_DF_SB09_180611-013105.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB09_180611-013105_second_1620_to_1680.png,D,0.64,1641.64145812988,1644.89519348145,2018-06-11 01:58:26,2018-06-11 01:58:29,29,67,216.414581298828,248.951934814453,83.433723449707,121.414894104004,SB09,D,NaN,97.1863127400866
J:\2018-06\Recordings\Sonobuoys\Difar\SB09\CC1806SR_DF_SB09_180611-013105.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB09_180611-013105_second_1680_to_1740.png,20Hz,0.25,1702.9826965332,1704.72718658447,2018-06-11 01:59:27,2018-06-11 01:59:29,11,21,229.826965332031,247.271865844727,128.987426757813,139.463638305664,SB09,20-40Hz,NaN,91.247140413453
J:\2018-06\Recordings\Sonobuoys\Difar\SB13\CC1806SR_DF_SB13_180611-200000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB13_180611-200000_second_420_to_480.png,B,0.33,449.130407714844,463.260986328125,2018-06-11 20:07:29,2018-06-11 20:07:43,26,52,291.304077148438,432.60986328125,98.0789184570312,124.420349121094,SB13,AB,NaN,85.2963070677054
J:\2018-06\Recordings\Sonobuoys\Difar\SB13\CC1806SR_DF_SB13_180611-200000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB13_180611-200000_second_3240_to_3300.png,B,0.27,3240.23394081593,3254.7197555542,2018-06-11 20:54:00,2018-06-11 20:54:14,23,47,2.33940815925598,147.197555541992,102.825729370117,126.986770629883,SB13,AB,NaN,87.6306233689896
J:\2018-06\Recordings\Sonobuoys\Difar\SB13\CC1806SR_DF_SB13_180611-210000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB13_180611-210000_second_300_to_360.png,B,0.2,324.204675292969,341.291534423828,2018-06-11 21:05:24,2018-06-11 21:05:41,22,46,242.046752929688,412.915344238281,103.627502441406,128.134811401367,SB13,AB,NaN,93.9982012226705
J:\2018-06\Recordings\Sonobuoys\Difar\SB13\CC1806SR_DF_SB13_180611-200000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB13_180611-200000_second_2880_to_2940.png,D,0.14,2900.5661819458,2902.64985198975,2018-06-11 20:48:20,2018-06-11 20:48:22,28,66,205.661819458008,226.498519897461,84.0249557495117,121.692123413086,SB13,D,NaN,92.8926026349815
J:\2018-06\Recordings\Sonobuoys\Difar\SB13\CC1806SR_DF_SB13_180611-200000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB13_180611-200000_second_3240_to_3300.png,D,0.11,3254.3544128418,3256.74296417236,2018-06-11 20:54:14,2018-06-11 20:54:16,31,72,143.544128417969,167.429641723633,77.8621444702148,119.386734008789,SB13,D,NaN,91.584198101838
J:\2018-06\Recordings\Sonobuoys\Difar\SB13\CC1806SR_DF_SB13_180611-210000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB13_180611-210000_second_60_to_120.png,D,0.13,105.776071166992,108.463229370117,2018-06-11 21:01:45,2018-06-11 21:01:48,29,72,457.760711669922,484.632293701172,77.5827331542969,121.473480224609,SB13,D,NaN,103.807140646444
J:\2018-06\Recordings\Sonobuoys\Difar\SB13\CC1806SR_DF_SB13_180611-210000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB13_180611-210000_second_120_to_180.png,D,0.33,161.518283081055,164.370492553711,2018-06-11 21:02:41,2018-06-11 21:02:44,29,74,415.182830810547,443.704925537109,75.6211090087891,120.656784057617,SB13,D,NaN,96.894816438201
J:\2018-06\Recordings\Sonobuoys\Difar\SB13\CC1806SR_DF_SB13_180611-210000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB13_180611-210000_second_480_to_540.png,40Hz,0.25,512.572366333008,514.089172363281,2018-06-11 21:08:32,2018-06-11 21:08:34,47,67,325.723663330078,340.891723632813,82.7831878662109,102.620887756348,SB13,20-40Hz,NaN,89.1902162399908
J:\2018-06\Recordings\Sonobuoys\Difar\SB15\CC1806SR_DF_SB15_180612-020000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB15_180612-020000_second_540_to_600.png,B,0.76,584.942889404297,600.03544921875,2018-06-12 02:09:44,2018-06-12 02:10:00,24,55,449.428894042969,600.3544921875,94.9446563720703,126.140975952148,SB15,AB,NaN,102.084157336774
J:\2018-06\Recordings\Sonobuoys\Difar\SB15\CC1806SR_DF_SB15_180612-020000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB15_180612-020000_second_600_to_660.png,B,0.4,609.842552185059,620.007521057129,2018-06-12 02:10:09,2018-06-12 02:10:31,22,55,98.4255218505859,200.075210571289,95.1158065795898,127.790679931641,SB15,AB,NaN,103.240863152373
J:\2018-06\Recordings\Sonobuoys\Difar\SB19\CC1806SR_DF_SB19_180612-210000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB19_180612-210000_second_1500_to_1560.png,40Hz,0.32,1552.23552246094,1554.13374023437,2018-06-12 21:25:52,2018-06-12 21:25:54,52,66,522.355224609375,541.33740234375,84.3779220581055,97.5562591552734,SB19,20-40Hz,NaN,89.0808541540053
J:\2018-06\Recordings\Sonobuoys\Difar\SB19\CC1806SR_DF_SB19_180612-210000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB19_180612-210000_second_1560_to_1620.png,40Hz,0.27,1567.5293510437,1569.10175857544,2018-06-12 21:26:07,2018-06-12 21:26:09,52,66,75.2935104370117,91.0175857543945,84.4054641723633,97.9921112060547,SB19,20-40Hz,NaN,87.5329510737091
J:\2018-06\Recordings\Sonobuoys\Difar\SB19\CC1806SR_DF_SB19_180612-210000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB19_180612-210000_second_2400_to_2460.png,40Hz,0.12,2455.91699829102,2457.80405883789,2018-06-12 21:40:55,2018-06-12 21:40:57,50,67,559.169982910156,578.040588378906,83.0930709838867,100.408836364746,SB19,20-40Hz,NaN,87.764678915703
J:\2018-06\Recordings\Sonobuoys\Difar\SB19\CC1806SR_DF_SB19_180612-210000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB19_180612-210000_second_2940_to_3000.png,40Hz,0.45,2970.34176025391,2971.98271179199,2018-06-12 21:49:30,2018-06-12 21:49:31,51,66,303.417602539063,319.827117919922,83.6824493408203,99.2690658569336,SB19,20-40Hz,NaN,91.9347548839915
J:\2018-06\Recordings\Sonobuoys\Difar\SB19\CC1806SR_DF_SB19_180612-220000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB19_180612-220000_second_360_to_420.png,40Hz,0.27,384.931278991699,386.585311889648,2018-06-12 22:06:24,2018-06-12 22:06:26,51,67,249.312789916992,265.853118896484,82.8026123046875,98.7538146972656,SB19,20-40Hz,NaN,93.0106481406507
J:\2018-06\Recordings\Sonobuoys\Difar\SB25\CC1806SR_DF_SB25_180614-171355.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB25_180614-171355_second_1500_to_1560.png,A,0.1,1512.99569549561,1526.42080383301,2018-06-14 17:39:07,2018-06-14 17:39:21,72,85,129.956954956055,264.208038330078,65.150390625,78.460205078125,SB25,AB,NaN,73.1773641784709
J:\2018-06\Recordings\Sonobuoys\Difar\SB25\CC1806SR_DF_SB25_180614-171355.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB25_180614-171355_second_1620_to_1680.png,A,0.39,1638.57169494629,1648.55738220215,2018-06-14 17:41:13,2018-06-14 17:41:23,71,86,185.716949462891,285.573822021484,64.4624557495117,78.7075958251953,SB25,AB,NaN,78.4505145205312
J:\2018-06\Recordings\Sonobuoys\Difar\SB25\CC1806SR_DF_SB25_180614-171355.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB25_180614-171355_second_240_to_300.png,B,0.31,276.844018554688,287.142251586914,2018-06-14 17:18:31,2018-06-14 17:18:42,18,50,368.440185546875,471.422515869141,99.5168151855469,132.446578979492,SB25,AB,NaN,87.0353135085985
J:\2018-06\Recordings\Sonobuoys\Difar\SB25\CC1806SR_DF_SB25_180614-171355.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB25_180614-171355_second_360_to_420.png,B,0.48,377.29051361084,389.667950439453,2018-06-14 17:20:12,2018-06-14 17:20:24,17,52,172.905136108398,296.679504394531,98.4547424316406,133.11653137207,SB25,AB,NaN,96.0259036838088
J:\2018-06\Recordings\Sonobuoys\Difar\SB25\CC1806SR_DF_SB25_180614-171355.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB25_180614-171355_second_480_to_540.png,B,0.78,493.710479736328,507.581390380859,2018-06-14 17:22:08,2018-06-14 17:22:22,20,53,137.104797363281,275.813903808594,97.0674743652344,130.250930786133,SB25,AB,NaN,85.4597816877967
J:\2018-06\Recordings\Sonobuoys\Difar\SB25\CC1806SR_DF_SB25_180614-171355.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB25_180614-171355_second_540_to_600.png,B,0.88,540,551.587215423584,2018-06-14 17:22:55,2018-06-14 17:23:16,19,60,0,115.87215423584,90.0281295776367,130.599334716797,SB25,AB,NaN,90.9737871092489
J:\2018-06\Recordings\Sonobuoys\Difar\SB25\CC1806SR_DF_SB25_180614-171355.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB25_180614-171355_second_540_to_600.png,B,0.14,588.197265625,600.1,2018-06-14 17:23:43,2018-06-14 17:23:55,22,53,481.97265625,601,97.0524139404297,127.920448303223,SB25,AB,NaN,91.153072466175
J:\2018-06\Recordings\Sonobuoys\Difar\SB25\CC1806SR_DF_SB25_180614-171355.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB25_180614-171355_second_1080_to_1140.png,B,0.15,1094.77919464111,1106.58006896973,2018-06-14 17:32:09,2018-06-14 17:32:21,20,50,147.791946411133,265.800689697266,99.8614273071289,130.410278320313,SB25,AB,NaN,91.0705211141009
